dw (mm),D (mm),F (mm),dgap1 (mm),dgap2 (mm),fs (Hz),Vpri/mf.ICoil_p1 (Ω),#NAME?,Vpri/mf3.ICoil_5 (惟),#NAME?
10,5,3,0.25,0.25,5.00E+05,0.22807+5.8116i,0.087230+2.6803i,0.06054330008960818+1.4463741829455816i,0.0872301991783004+2.680297744193801i
10,5,3,0.25,0.25,1.00E+06,0.37056+11.472i,0.14952+5.2972i,0.09636425259680033+2.853513102829699i,0.14951928696095237+5.29716007700362i
10,5,3,0.25,0.5,5.00E+05,0.22781+5.8124i,0.087057+2.6807i,0.06049148845669664+1.4465593133376131i,0.08705598026510168+2.6807305407433613i
10,5,3,0.25,0.5,1.00E+06,0.36987+11.474i,0.14907+5.2984i,0.09622646397359377+2.8540090941944265i,0.14907129413328563+5.298382530922298i
10,5,3,0.25,0.75,5.00E+05,0.22808+5.8133i,0.087185+2.6812i,0.0605454111951475+1.446753590725973i,0.08721700076490602+2.6810849873697395i
10,5,3,0.25,0.75,1.00E+06,0.37041+11.475i,0.14933+5.2991i,0.09631686882786777+2.85433243420511i,0.1493622974562634+5.298892359947298i
10,5,3,0.25,1,5.00E+05,0.22710+5.8128i,0.086711+2.6809i,0.060300752134643996+1.4466581733863617i,0.08671146055343937+2.6809018551061294i
10,5,3,0.25,1,1.00E+06,0.36722+11.475i,0.14775+5.2990i,0.09552503383402997+2.8543735608538854i,0.14774706712361602+5.29901266579882i
10,5,3,0.5,0.25,5.00E+05,0.17389+3.4358i,0.061899+1.5148i,0.046965157385869476+0.8500795912157362i,0.061898563005677955+1.5148235497851534i
10,5,3,0.5,0.25,1.00E+06,0.26369+6.7637i,0.098856+2.9869i,0.06948567285086925+1.6719500412686248i,0.09885696129668375+2.9869335851285554i
10,5,3,0.5,0.5,5.00E+05,0.17389+3.4377i,0.061894+1.5158i,0.04696442962258602+0.8505479349358743i,0.0618936806166947+1.5157909609255709i
10,5,3,0.5,0.5,1.00E+06,0.26368+6.7675i,0.098878+2.9889i,0.06950156094646359+1.6729031194628317i,0.09887810853973587+2.988894758468167i
10,5,3,0.5,0.75,5.00E+05,0.17403+3.4360i,0.061978+1.5149i,0.0470514013384023+0.850078635180189i,0.06197775023697821+1.514921269556859i
10,5,3,0.5,0.75,1.00E+06,0.26410+6.7640i,0.099091+2.9871i,0.0697198805528679+1.671867977968236i,0.09909029900529809+2.9870821513215793i
10,5,3,0.5,1,5.00E+05,0.17384+3.4368i,0.061841+1.5154i,0.04694174796351208+0.8503648664530511i,0.061841260577151065+1.5154087287444822i
10,5,3,0.5,1,1.00E+06,0.26330+6.7659i,0.098608+2.9882i,0.06938151786728576+1.6725616663102307i,0.09860764592009828+2.988194623000145i
10,5,3,0.75,0.25,5.00E+05,0.14523+2.5987i,0.048962+1.1112i,0.039618379753413514+0.6395941421909619i,0.04890026376357231+1.1113258794026717i
10,5,3,0.75,0.25,1.00E+06,0.21503+5.1116i,0.076649+2.1898i,0.056994304716428794+1.256671543899639i,0.07648652081947721+2.1901647621257094i
10,5,3,0.75,0.5,5.00E+05,0.14478+2.5998i,0.048753+1.1117i,0.03953659227253368+0.639782165195776i,0.048752957484755464+1.1117047127026942i
10,5,3,0.75,0.5,1.00E+06,0.21413+5.1143i,0.076201+2.1911i,0.05683198629063281+1.2571491484799817i,0.07620069956459469+2.1911088128794116i
10,5,3,0.75,0.75,5.00E+05,0.14463+2.5997i,0.048679+1.1117i,0.039485010207222004+0.639789181240829i,0.04867917724611004+1.1116884220531713i
10,5,3,0.75,0.75,1.00E+06,0.21359+5.1142i,0.075987+2.1911i,0.05668390053822059+1.2571929068063066i,0.07598664922449987+2.191090017232721i
10,5,3,0.75,1,5.00E+05,0.14490+2.5992i,0.048822+1.1114i,0.03958494832746882+0.639660910014434i,0.04879574251479325+1.1115157407313563i
10,5,3,0.75,1,1.00E+06,0.21419+5.1130i,0.076312+2.1905i,0.05691077381386241+1.2568252430521563i,0.0762394835158279+2.1906384138532755i
10,5,3,1,0.25,5.00E+05,0.12660+2.1711i,0.040764+0.90784i,0.03485276105466585+0.5317939778773219i,0.040763499797769914+0.9078365699239337i
10,5,3,1,0.25,1.00E+06,0.18477+4.2702i,0.063193+1.7893i,0.04930683518976567+1.044591500302816i,0.0631933656401035+1.789335468799931i
10,5,3,1,0.5,5.00E+05,0.12628+2.1720i,0.040600+0.90831i,0.034762671544147646+0.5320394164569788i,0.04060029526345515+0.9083126541230604i
10,5,3,1,0.5,1.00E+06,0.18405+4.2724i,0.062831+1.7905i,0.04911017905610759+1.0451783785770319i,0.0628313452395372+1.790457530725755i
10,5,3,1,0.75,5.00E+05,0.12623+2.1719i,0.040579+0.90826i,0.0347093635034421+0.5320267920188363i,0.04048840149732562+0.9083121639601396i
10,5,3,1,0.75,1.00E+06,0.18389+4.2722i,0.062739+1.7903i,0.04896012268062995+1.0452043968746125i,0.06254002411519273+1.7905574425215143i
10,5,3,1,1,5.00E+05,0.12615+2.1725i,0.040559+0.90854i,0.03471935955442764+0.5321713677773947i,0.040559139486804015+0.9085441955596029i
10,5,3,1,1,1.00E+06,0.18384+4.2735i,0.062795+1.7909i,0.04905109189976346+1.0454762017532848i,0.06279625179610317+1.7909322346237229i
10,10,1,0.25,0.25,5.00E+05,0.45473+19.952i,0.21132+9.9247i,0.1164690450987731+4.9771232040696205i,0.21131812741047648+9.924763591425661i
10,10,1,0.25,0.25,1.00E+06,0.88202+39.625i,0.42185+19.715i,0.22331409839795163+9.882865917473678i,0.42190728475997274+19.71526518762681i
10,10,1,0.25,0.5,5.00E+05,0.45474+19.954i,0.21132+9.9255i,0.11647253443590183+4.977490612994654i,0.21131933432175085+9.925499282482328i
10,10,1,0.25,0.5,1.00E+06,0.88294+39.628i,0.42233+19.717i,0.22351335987968668+9.883503683175725i,0.4222831010709362+19.71655289392527i
10,10,1,0.25,0.75,5.00E+05,0.45638+19.951i,0.21214+9.9241i,0.11627311899099083+4.977110801283065i,0.21091773086398982+9.924727753968844i
10,10,1,0.25,0.75,1.00E+06,0.88665+39.620i,0.42417+19.713i,0.22287985153750936+9.883035830925838i,0.42101483777481735+19.715596229754127i
10,10,1,0.25,1,5.00E+05,0.45419+19.954i,0.21104+9.9257i,0.11634662281810117+4.977617252601493i,0.2110588744357196+9.925747265144935i
10,10,1,0.25,1,1.00E+06,0.88059+39.629i,0.42112+19.717i,0.22296820225013667+9.883934485478916i,0.42117439530341844+19.717412092473413i
10,10,1,0.5,0.25,5.00E+05,0.29632+10.851i,0.13292+5.3788i,0.07662372028562822+2.7002370004152536i,0.13292542537024338+5.378857486749625i
10,10,1,0.5,0.25,1.00E+06,0.49338+21.515i,0.22872+10.669i,0.12563356418070515+5.352623909198521i,0.22870330921402654+10.669494167008216i
10,10,1,0.5,0.5,5.00E+05,0.29572+10.851i,0.13262+5.3789i,0.07650785151773336+2.699906989704903i,0.132697756647769+5.378182499794947i
10,10,1,0.5,0.5,1.00E+06,0.49247+21.516i,0.22825+10.670i,0.12546022240586174+5.352140657488838i,0.2283554313329296+10.668486838117929i
10,10,1,0.5,0.75,5.00E+05,0.29570+10.852i,0.13261+5.3794i,0.07646426738847326+2.7004992113352886i,0.1326086490643911+5.379378930945341i
10,10,1,0.5,0.75,1.00E+06,0.49238+21.518i,0.22820+10.671i,0.12539511889423707+5.353335017317536i,0.22821375130700702+10.670907858453772i
10,10,1,0.5,1,5.00E+05,0.29672+10.850i,0.13312+5.3785i,0.0767328882482466+2.700059615976778i,0.1331176056186913+5.378516078324019i
10,10,1,0.5,1,1.00E+06,0.49443+21.513i,0.22923+10.669i,0.12594135952395102+5.352083816588665i,0.22925189759666337+10.668474720262775i
10,10,1,0.75,0.25,5.00E+05,0.23150+7.6706i,0.10106+3.7910i,0.0601533016134409+1.904603386102851i,0.10093513658267246+3.791501235378067i
10,10,1,0.75,0.25,1.00E+06,0.36621+15.198i,0.16588+7.5153i,0.09334695192171795+3.7724736906227654i,0.16557307716852807+7.516344150650636i
10,10,1,0.75,0.5,5.00E+05,0.23206+7.6679i,0.10135+3.7897i,0.060370640477878115+1.9037258891443325i,0.10135764255969427+3.7897125993259104i
10,10,1,0.75,0.5,1.00E+06,0.36721+15.192i,0.16640+7.5123i,0.09377711731311127+3.770473323684718i,0.1664045669687949+7.512287435740879i
10,10,1,0.75,0.75,5.00E+05,0.23252+7.6662i,0.10158+3.7889i,0.060483154869458454+1.9032981343844046i,0.10158603764824758+3.788858158259i
10,10,1,0.75,0.75,1.00E+06,0.36772+15.188i,0.16666+7.5103i,0.09389987923604205+3.7694987922553715i,0.1666608289231664+7.510339289595292i
10,10,1,0.75,1,5.00E+05,0.23077+7.6710i,0.10070+3.7912i,0.06003823846140709+1.9044658592568824i,0.10070383433903249+3.7912219807820096i
10,10,1,0.75,1,1.00E+06,0.36391+15.200i,0.16471+7.5161i,0.09291428128341818+3.7723485522680122i,0.1647042567142718+7.516085468143101i
10,10,1,1,0.25,5.00E+05,0.19366+6.0556i,0.082533+2.9849i,0.05058164893308309+1.500236324798524i,0.08248389688639707+2.985036856541913i
10,10,1,1,0.25,1.00E+06,0.29765+11.994i,0.13210+5.9158i,0.07612081443745826+2.9703234550861968i,0.13212856625174219+5.9161294754476454i
10,10,1,1,0.5,5.00E+05,0.19272+6.0591i,0.082072+2.9866i,0.050374702834999154+1.5010111500139498i,0.08207128541185651+2.9866202495357608i
10,10,1,1,0.5,1.00E+06,0.29597+12.002i,0.13126+5.9197i,0.07568111895755383+2.9720942341893437i,0.13126632956363057+5.919736338248588i
10,10,1,1,0.75,5.00E+05,0.19447+6.0546i,0.082943+2.9844i,0.05082025848377779+1.4998965423480157i,0.08294477272601604+2.984373402610183i
10,10,1,1,0.75,1.00E+06,0.29935+11.991i,0.13295+5.9142i,0.07654064894569897+2.969327673671282i,0.13294889031518067+5.914188816495205i
10,10,1,1,1,5.00E+05,0.19290+6.0584i,0.082164+2.9863i,0.05054875758962847+1.5008934661887694i,0.0824075879448241+2.986377082550481i
10,10,1,1,1,1.00E+06,0.29699+12.000i,0.13179+5.9190i,0.07618758897328175+2.9716273567730966i,0.13224603751220143+5.918798064565522i
10,10,2,0.25,0.25,5.00E+05,0.48799+20.072i,0.22256+9.9133i,0.12544752641395007+5.007243265935021i,0.22256065220893886+9.913273991889769i
10,10,2,0.25,0.25,1.00E+06,0.99043+39.859i,0.46811+19.692i,0.2510080160939654+9.94147421288338i,0.46810921830245106+19.6923389787819i
10,10,2,0.25,0.5,5.00E+05,0.48848+20.079i,0.22281+9.9167i,0.125594049824231+5.00895313180537i,0.22280434447703398+9.91674146989026i
10,10,2,0.25,0.5,1.00E+06,0.99330+39.872i,0.46953+19.699i,0.25180911032849956+9.944640735729148i,0.4695691824880256+19.698833132524687i
10,10,2,0.25,0.75,5.00E+05,0.48956+20.080i,0.22334+9.9171i,0.12585785600862803+5.009134151201027i,0.2233437451246754+9.917111869826343i
10,10,2,0.25,0.75,1.00E+06,0.99668+39.872i,0.47122+19.699i,0.25258810780742147+9.944744686643807i,0.4711793446029464+19.699036486655128i
10,10,2,0.25,1,5.00E+05,0.48905+20.078i,0.22309+9.9161i,0.12557502150750754+5.008991856244835i,0.2227851032194294+9.916816345875095i
10,10,2,0.25,1,1.00E+06,0.99623+39.869i,0.47099+19.697i,0.2519744787662583+9.944749226072199i,0.4699663723922943+19.699017048422764i
10,10,2,0.5,0.25,5.00E+05,0.31153+10.972i,0.13561+5.3754i,0.08116438676809994+2.730163238293986i,0.13561530116143394+5.375392265303761i
10,10,2,0.5,0.25,1.00E+06,0.53281+21.754i,0.24126+10.663i,0.13625347867847692+5.411359182648373i,0.24123923525679913+10.66343077743834i
10,10,2,0.5,0.5,5.00E+05,0.31260+10.972i,0.13615+5.3751i,0.08143644592093627+2.730019523130885i,0.13614996562036752+5.3751124099355i
10,10,2,0.5,0.5,1.00E+06,0.53462+21.751i,0.24215+10.662i,0.13670996195038523+5.410676035677714i,0.2421424709158487+10.662089115753083i
10,10,2,0.5,0.75,5.00E+05,0.31232+10.971i,0.13602+5.3746i,0.08137616745838798+2.72975732677117i,0.13601938760280408+5.374572711356833i
10,10,2,0.5,0.75,1.00E+06,0.53406+21.750i,0.24187+10.661i,0.13659357634406152+5.4102490268848875i,0.24186332773099953+10.661214176827361i
10,10,2,0.5,1,5.00E+05,0.31208+10.971i,0.13588+5.3748i,0.08132469956135967+2.7298169966027364i,0.13591920256502696+5.374707281835725i
10,10,2,0.5,1,1.00E+06,0.53335+21.751i,0.24150+10.662i,0.1364601236082718+5.410459526937877i,0.24161548589764476+10.661660068719456i
10,10,2,0.75,0.25,5.00E+05,0.24367+7.7827i,0.10266+3.7879i,0.06400582166083989+1.9316826922416959i,0.1026584449226618+3.7879232417336413i
10,10,2,0.75,0.25,1.00E+06,0.39195+15.417i,0.17224+7.5092i,0.1007225922988625+3.8252117722003938i,0.17223915919167532+7.509165242455843i
10,10,2,0.75,0.5,5.00E+05,0.24285+7.7850i,0.10226+3.7891i,0.06380306219776927+1.9322546653193573i,0.10226075949497042+3.789087967802565i
10,10,2,0.75,0.5,1.00E+06,0.38994+15.423i,0.17125+7.5119i,0.10021211932688472+3.8265497775560413i,0.1712421947728606+7.511882085378073i
10,10,2,0.75,0.75,5.00E+05,0.24294+7.7853i,0.10230+3.7892i,0.0638177244760662+1.9323421872254805i,0.1023005285310425+3.78924845763536i
10,10,2,0.75,0.75,1.00E+06,0.39066+15.424i,0.17161+7.5123i,0.10038535817517495+3.8267646617546927i,0.1716104514483699+7.5122644230730495i
10,10,2,0.75,1,5.00E+05,0.24238+7.7855i,0.10202+3.7893i,0.06368472856450018+1.9322043525069856i,0.10202177755564094+3.788987243349563i
10,10,2,0.75,1,1.00E+06,0.38897+15.425i,0.17074+7.5128i,0.09998134653009298+3.8266487967945695i,0.1707754447677609+7.512074826505391i
10,10,2,1,0.25,5.00E+05,0.20262+6.1674i,0.082889+2.9851i,0.05359305614355973+1.5271527556570965i,0.08289043726012149+2.9850758983648977i
10,10,2,1,0.25,1.00E+06,0.31546+12.215i,0.13507+5.9170i,0.08136583838085604+3.023243562636789i,0.13507323532535812+5.916972020367593i
10,10,2,1,0.5,5.00E+05,0.20339+6.1654i,0.083276+2.9840i,0.0537844775625481+1.5266417628333924i,0.08327619013900531+2.9840452118273184i
10,10,2,1,0.5,1.00E+06,0.31661+12.210i,0.13565+5.9144i,0.08165073150883058+3.0219815935297416i,0.13564771400395864+5.914430550432506i
10,10,2,1,0.75,5.00E+05,0.20243+6.1678i,0.082790+2.9852i,0.05353027442445548+1.5272466712771822i,0.08278963966677898+2.9852484775388928i
10,10,2,1,0.75,1.00E+06,0.31493+12.216i,0.13478+5.9174i,0.08119138313602037+3.0234985257282387i,0.13478070189333546+5.917422064036542i
10,10,2,1,1,5.00E+05,0.20370+6.1640i,0.083432+2.9834i,0.05387671275132799+1.5262994270375134i,0.0834790617372951+2.9833216268774287i
10,10,2,1,1,1.00E+06,0.31737+12.207i,0.13603+5.9129i,0.0818886129354754+3.021189182536227i,0.1361687455804768+5.912736750557045i
10,10,3,0.25,0.25,5.00E+05,0.51764+20.278i,0.23160+9.9136i,0.13433226387692546+5.054758498422281i,0.23324563903098272+9.904943592419919i
10,10,3,0.25,0.25,1.00E+06,1.1052+40.256i,0.51705+19.689i,0.277590546349951+10.033810126285237i,0.5113822627207821+19.6739634816048i
10,10,3,0.25,0.5,5.00E+05,0.51550+20.281i,0.23052+9.9148i,0.1338773793788402+5.055346909939047i,0.2322688198983204+9.90619929413805i
10,10,3,0.25,0.5,1.00E+06,1.1000+40.263i,0.51440+19.693i,0.2762574502273461+10.035572146117232i,0.5085485536340227+19.67775005185248i
10,10,3,0.25,0.75,5.00E+05,0.51719+20.282i,0.23135+9.9155i,0.13425421894741216+5.055819126741521i,0.23300414557437277+9.90717257264206i
10,10,3,0.25,0.75,1.00E+06,1.1038+40.264i,0.51626+19.693i,0.2775058049799484+10.036061272936596i,0.5110083199710371+19.678817453731178i
10,10,3,0.25,1,5.00E+05,0.51486+20.282i,0.23019+9.9156i,0.1341558504451909+5.056045505568834i,0.23278003510588358+9.907624597771992i
10,10,3,0.25,1,1.00E+06,1.0984+40.267i,0.51359+19.695i,0.2774891402452199+10.03660758003178i,0.5109266540067259+19.679949987346493i
10,10,3,0.5,0.25,5.00E+05,0.32628+11.155i,0.13771+5.3750i,0.08603245073553406+2.7737350770248805i,0.13861695175895217+5.370925062110414i
10,10,3,0.5,0.25,1.00E+06,0.57837+22.112i,0.25637+10.661i,0.14727568666793608+5.496457023672553i,0.2539146415281555+10.653850656856852i
10,10,3,0.5,0.5,5.00E+05,0.32541+11.157i,0.13729+5.3756i,0.08625272874896647+2.7739431015417475i,0.1390849020910014+5.3713617540331455i
10,10,3,0.5,0.5,1.00E+06,0.57568+22.115i,0.25503+10.663i,0.14774820058908292+5.49670485120134i,0.2549252602101129+10.654327654598925i
10,10,3,0.5,0.75,5.00E+05,0.32620+11.156i,0.13768+5.3752i,0.0862535526199928+2.773726685989334i,0.1390631239820482+5.370969388357479i
10,10,3,0.5,0.75,1.00E+06,0.57795+22.113i,0.25617+10.662i,0.14761549415237704+5.496253549428828i,0.25462494977361577+10.6535390090409i
10,10,3,0.5,1,5.00E+05,0.32628+11.156i,0.13771+5.3753i,0.08622796704362237+2.7737094650812284i,0.1390064949473805+5.370908489144264i
10,10,3,0.5,1,1.00E+06,0.57844+22.113i,0.25638+10.662i,0.14742472974766985+5.496184946389449i,0.2542325089564024+10.653371106303029i
10,10,3,0.75,0.25,5.00E+05,0.25395+7.9540i,0.10294+3.7893i,0.06768838566334578+1.9729816940812215i,0.10376485962855865+3.7872987514428305i
10,10,3,0.75,0.25,1.00E+06,0.42018+15.755i,0.17931+7.5121i,0.107869931758722+3.9063170293637524i,0.177922367013978+7.508004574165003i
10,10,3,0.75,0.5,5.00E+05,0.25423+7.9520i,0.10310+3.7883i,0.06771196632521241+1.9727942659347042i,0.10380571008613057+3.7869457149931978i
10,10,3,0.75,0.5,1.00E+06,0.42039+15.750i,0.17944+7.5099i,0.10778874838146528+3.9059372866399866i,0.17773997500262104+7.507309093469901i
10,10,3,0.75,0.75,5.00E+05,0.25326+7.9536i,0.10263+3.7891i,0.06785657910825986+1.9723053946782985i,0.10411067870847146+3.785938927081856i
10,10,3,0.75,0.75,1.00E+06,0.41828+15.755i,0.17847+7.5120i,0.10815933591610648+3.9047750680411895i,0.17852538119878247+7.504893058112668i
10,10,3,0.75,1,5.00E+05,0.25348+7.9547i,0.10273+3.7896i,0.06792403620831834+1.972037095426429i,0.1042186919877142+3.7854196560579827i
10,10,3,0.75,1,1.00E+06,0.41912+15.757i,0.17883+7.5130i,0.10807510987610042+3.904152484528447i,0.17830192204187495+7.5037183945387484i
10,10,3,1,0.25,5.00E+05,0.21160+6.3253i,0.082903+2.9855i,0.05703678612990127+1.5647913167643481i,0.08389519287907901+2.9833222614937975i
10,10,3,1,0.25,1.00E+06,0.33669+12.526i,0.13923+5.9179i,0.08740664947217754+3.0969108635520044i,0.13910434043153402+5.913090108511672i
10,10,3,1,0.5,5.00E+05,0.21231+6.3231i,0.083242+2.9844i,0.05732917536494086+1.56358561229675i,0.08450649206878458+2.980847156769626i
10,10,3,1,0.5,1.00E+06,0.33823+12.520i,0.13994+5.9154i,0.0877926717406482+3.0941644107168482i,0.13991704296472698+5.907435191446025i
10,10,3,1,0.75,5.00E+05,0.21149+6.3245i,0.082841+2.9851i,0.056951764838966926+1.564941179834971i,0.08374188594274921+2.9836066817739644i
10,10,3,1,0.75,1.00E+06,0.33656+12.524i,0.13914+5.9172i,0.0872187553214064+3.0972782760795887i,0.1387484901875884+5.913780421074979i
10,10,3,1,1,5.00E+05,0.21351+6.3199i,0.083866+2.9828i,0.05724396621773061+1.5642745483131593i,0.08436183872249854+2.9822252298868595i
10,10,3,1,1,1.00E+06,0.34091+12.513i,0.14136+5.9114i,0.08794273867711351+3.0956578759850055i,0.14028129549108123+5.910385487846831i
10,15,1,0.25,0.25,5.00E+05,0.88594+43.341i,0.42655+21.619i,0.22475474814562305+10.820664278110051i,0.42657644558527213+21.61943679833128i
10,15,1,0.25,0.25,1.00E+06,2.2442+86.244i,1.1031+43.025i,0.5640950921390587+21.529832425555508i,1.1028660800969972+43.02482723504857i
10,15,1,0.25,0.5,5.00E+05,0.88662+43.343i,0.42689+21.620i,0.22487875988324468+10.82113493704365i,0.4268059620104288+21.620393960949443i
10,15,1,0.25,0.5,1.00E+06,2.2443+86.246i,1.1032+43.026i,0.5641925158024457+21.53040067267987i,1.103012922052641+43.026023713726154i
10,15,1,0.25,0.75,5.00E+05,0.88576+43.339i,0.42646+21.618i,0.22468393210058538+10.820068582006147i,0.4264218019997541+21.618254551610953i
10,15,1,0.25,0.75,1.00E+06,2.2391+86.239i,1.1005+43.022i,0.5629539597002077+21.52853405949172i,1.1005690938208326+43.0222706969206i
10,15,1,0.25,1,5.00E+05,0.88733+43.339i,0.42724+21.618i,0.22466019308270377+10.820076322020151i,0.42636503891105254+21.618270905779983i
10,15,1,0.25,1,1.00E+06,2.2457+86.237i,1.1038+43.021i,0.5632907371422757+21.528594315465437i,1.101207247142171+43.02240376866353i
10,15,1,0.5,0.25,5.00E+05,0.48760+23.260i,0.22818+11.584i,0.12487798731322829+5.798551254491359i,0.22819302693270127+11.584000245194932i
10,15,1,0.5,0.25,1.00E+06,0.98882+46.240i,0.47649+23.033i,0.24978517909688241+11.525670652377519i,0.47649715184869335+23.032892258434916i
10,15,1,0.5,0.5,5.00E+05,0.48669+23.262i,0.22773+11.585i,0.12462297061241316+5.7990349500139i,0.22768787291245796+11.584953109509065i
10,15,1,0.5,0.5,1.00E+06,0.98694+46.245i,0.47556+23.035i,0.2493353782948823+11.52691925966771i,0.47560266337493373+23.035356521486534i
10,15,1,0.5,0.75,5.00E+05,0.48628+23.261i,0.22752+11.584i,0.1245473845784737+5.798769844156698i,0.2275309804725494+11.584423585416342i
10,15,1,0.5,0.75,1.00E+06,0.98598+46.244i,0.47508+23.034i,0.24909205200131201+11.52648102505485i,0.4750975371965368+23.034487841425012i
10,15,1,0.5,1,5.00E+05,0.48560+23.263i,0.22718+11.586i,0.12433710742043365+5.799565049266595i,0.22711750179324391+11.586011863418916i
10,15,1,0.5,1,1.00E+06,0.98472+46.249i,0.47446+23.037i,0.2488032831609585+11.528297938502845i,0.47453173242041974+23.03811005127565i
10,15,1,0.75,0.25,5.00E+05,0.35657+16.207i,0.16322+8.0598i,0.0918802317582519+4.034356530681735i,0.1632110152049382+8.059839530673743i
10,15,1,0.75,0.25,1.00E+06,0.65561+32.204i,0.31061+16.019i,0.16608077307605676+8.015047528610285i,0.31062747148023523+16.01933664383599i
10,15,1,0.75,0.5,5.00E+05,0.35746+16.208i,0.16366+8.0603i,0.09210875521012521+4.034589338953251i,0.1636586356334982+8.060335898447304i
10,15,1,0.75,0.5,1.00E+06,0.65770+32.205i,0.31164+16.020i,0.16659368980994496+8.015195336136276i,0.31163611969530136+16.01970825834028i
10,15,1,0.75,0.75,5.00E+05,0.35687+16.209i,0.16337+8.0610i,0.0919649756900521+4.034925572095666i,0.16337689374525022+8.061019621577719i
10,15,1,0.75,0.75,1.00E+06,0.65608+32.208i,0.31085+16.021i,0.16620605675223282+8.015972226486316i,0.31087800059957144+16.021278775671533i
10,15,1,0.75,1,5.00E+05,0.35589+16.212i,0.16288+8.0625i,0.09194075875001378+4.034935567162686i,0.16332654815882547+8.06103819772792i
10,15,1,0.75,1,1.00E+06,0.65412+32.215i,0.30987+16.025i,0.16624480724934887+8.016046817273406i,0.3109458519444431+16.021426872388012i
10,15,1,1,0.25,5.00E+05,0.28805+12.618i,0.12934+6.2668i,0.074581040177267+3.1365648884634716i,0.1293417191655181+6.2668208548485875i
10,15,1,1,0.25,1.00E+06,0.50093+25.067i,0.23374+12.453i,0.12708234896290144+6.229652354697474i,0.23373570094354307+12.453170222013258i
10,15,1,1,0.5,5.00E+05,0.28907+12.615i,0.12986+6.2651i,0.07484076005246788+3.1357162890778465i,0.12985554735080784+6.265101375238589i
10,15,1,1,0.5,1.00E+06,0.50311+25.058i,0.23484+12.449i,0.12765749619264175+6.227612838533984i,0.23486598453960747+12.449054059789933i
10,15,1,1,0.75,5.00E+05,0.28839+12.618i,0.12952+6.2668i,0.07467336256610105+3.136536590804649i,0.12951933104603666+6.266768909640774i
10,15,1,1,0.75,1.00E+06,0.50217+25.066i,0.23437+12.453i,0.12740524037248102+6.2294293216725025i,0.2343582307418398+12.452742603847753i
10,15,1,1,1,5.00E+05,0.28945+12.616i,0.13005+6.2657i,0.07474316131511877+3.1362777310175853i,0.12965825255209668+6.26623462909508i
10,15,1,1,1,1.00E+06,0.50499+25.060i,0.23578+12.450i,0.12760351856608734+6.228835595036371i,0.23475444964874312+12.451519868295277i
10,15,2,0.25,0.25,5.00E+05,1.0264+43.439i,0.49140+21.597i,0.2599437826940906+10.8468854432469i,0.49025833283458486+21.59995426760652i
10,15,2,0.25,0.25,1.00E+06,2.7486+86.409i,1.3474+42.968i,0.6913121398483736+21.575255201536127i,1.348316889970835+42.97520074749511i
10,15,2,0.25,0.5,5.00E+05,1.0224+43.440i,0.48939+21.597i,0.2590767346154217+10.847585890337918i,0.4884786663018218+21.601419504709263i
10,15,2,0.25,0.5,1.00E+06,2.7390+86.416i,1.3426+42.971i,0.6887069023128257+21.577751732395644i,1.3430156260305972+42.980380302090886i
10,15,2,0.25,0.75,5.00E+05,1.0238+43.439i,0.49008+21.597i,0.2591983778997764+10.846540482391557i,0.48874342648139707+21.59929496833762i
10,15,2,0.25,0.75,1.00E+06,2.7426+86.412i,1.3444+42.969i,0.6887142000054682+21.575524469253846i,1.34307377302679+42.97583179236264i
10,15,2,0.25,1,5.00E+05,1.0240+43.447i,0.49016+21.601i,0.25946739043892497+10.847118287173496i,0.4892692677094417+21.600446087023677i
10,15,2,0.25,1,1.00E+06,2.7460+86.428i,1.3460+42.977i,0.6902210671451581+21.576326791973884i,1.3460257691628355+42.97743884454994i
10,15,2,0.5,0.25,5.00E+05,0.53426+23.376i,0.24659+11.578i,0.13692186328446568+5.8275541001779665i,0.24590595943352253+11.57844971048118i
10,15,2,0.5,0.25,1.00E+06,1.1409+46.460i,0.54536+23.017i,0.2883033299279666+11.581224478245893i,0.5449500745034076+23.01999780532081i
10,15,2,0.5,0.5,5.00E+05,0.53400+23.377i,0.24646+11.578i,0.13703789014713885+5.827558411892953i,0.24613377443130577+11.578462529774939i
10,15,2,0.5,0.5,1.00E+06,1.1415+46.463i,0.54566+23.018i,0.288578711584572+11.580988371292976i,0.5454873964578558+23.019538540485765i
10,15,2,0.5,0.75,5.00E+05,0.53353+23.379i,0.24623+11.579i,0.13667939525125458+5.827987377856937i,0.2454247493409824+11.579314533675493i
10,15,2,0.5,0.75,1.00E+06,1.1396+46.467i,0.54468+23.021i,0.2877792929455911+11.582370858406119i,0.5438983616922023+23.022279910893033i
10,15,2,0.5,1,5.00E+05,0.53254+23.382i,0.24573+11.581i,0.1367351971198257+5.8279900762206855i,0.2455187492767197+11.57934053236505i
10,15,2,0.5,1,1.00E+06,1.1380+46.475i,0.54390+23.024i,0.28783816004335677+11.582199808643631i,0.5439839524014559+23.02200567751455i
10,15,2,0.75,0.25,5.00E+05,0.38280+16.324i,0.17183+8.0590i,0.09877933015023085+4.063352876491836i,0.1710465624525219+8.05992632051249i
10,15,2,0.75,0.25,1.00E+06,0.73290+32.430i,0.34273+16.016i,0.18537429983394826+8.071546279158529i,0.3412286753155913+16.019337846736658i
10,15,2,0.75,0.5,5.00E+05,0.38239+16.325i,0.17163+8.0597i,0.09903758403560815+4.062647340445155i,0.17156266150757588+8.058518833481479i
