,frequency,peak flux density,duty cycle,loss calculted by iGSE,loss calculted by SE,Measured loss,ratio igse,ratio se,error for iGSE,error for SE,loss error percent by iGSE
1738,440000,0.0339,0.4,76.37094644,4.430736805,77.84275,1.019271773,17.56880479,0.018907394,0.943080932,1.019271773
2385,270000,0.039,0.9,76.63187253,3.114455523,111.508594,1.455120309,35.80355962,0.312771601,0.972069816,1.455120309
2136,150000,0.0543,0.9,76.63404369,3.114543763,84.9155781,1.108065998,27.26421093,0.09752668,0.96332188,1.108065998
208,130000,0.059,0.1,77.124655,3.134483079,88.1678516,1.143186334,28.12835462,0.125251964,0.964448685,1.143186334
2634,420000,0.0305,0.9,77.22278701,3.138471338,163.986797,2.123554502,52.25053198,0.529091436,0.980861439,2.123554502
1258,240000,0.0479,0.4,77.25814004,4.482208228,62.8171719,0.813081597,14.01478216,-0.229888862,0.928646768,0.813081597
2403,280000,0.0384,0.9,77.63471845,3.155212964,120.693969,1.554639102,38.25224173,0.356763896,0.973857741,1.554639102
781,450000,0.0294,0.1,77.65086605,3.155869231,177.571531,2.286793954,56.26707509,0.562706558,0.982227617,2.286793954
821,480000,0.0284,0.1,78.00346404,3.17019944,192.592109,2.469019951,60.75078639,0.594980997,0.983539308,2.469019951
2309,230000,0.043,0.9,78.12045556,3.174954184,104.695594,1.34018156,32.97546608,0.253832443,0.969674424,1.34018156
1405,300000,0.0425,0.4,78.4856823,4.55342532,68.2125469,0.86910816,14.98049097,-0.150604777,0.933246514,0.86910816
2508,340000,0.0346,0.9,78.6800475,3.197696995,137.921797,1.752945014,43.13160291,0.42953145,0.976815144,1.752945014
58,70000,0.0843,0.1,78.81588748,3.203217773,85.9565234,1.090598941,26.83443009,0.083072647,0.962734442,1.090598941
1760,450000,0.0339,0.4,78.93990605,4.579777564,80.8170781,1.02377976,17.64650727,0.023227418,0.943331562,1.02377976
278,160000,0.053,0.1,79.09856979,3.214706485,94.6153,1.196169542,29.43201827,0.163998108,0.966023397,1.196169542
586,320000,0.0359,0.1,79.24763841,3.220764898,139.502109,1.760331434,43.31334742,0.431925159,0.976912429,1.760331435
868,60000,0.1056,0.4,79.30349164,4.600871346,82.4419688,1.039575523,17.9187729,0.038068925,0.944192607,1.039575523
955,110000,0.0751,0.4,79.39589448,4.606232189,72.6638,0.915208532,15.77510577,-0.092647157,0.936608983,0.915208532
1576,370000,0.0381,0.4,80.31101294,4.659323701,74.1425781,0.923193164,15.91273388,-0.083196929,0.937157247,0.923193164
917,90000,0.0845,0.4,80.42888551,4.666162196,76.4149,0.950092737,16.37639173,-0.052528833,0.938936488,0.950092737
1160,200000,0.054,0.4,80.81469067,4.688545068,64.5666914,0.798947455,13.77115725,-0.251646769,0.927384461,0.798947455
1782,460000,0.0338,0.4,80.90857785,4.693992027,84.7937578,1.048019383,18.06431654,0.045819174,0.944642246,1.048019383
2541,360000,0.0339,0.9,81.13360414,3.297413898,151.235812,1.864034189,45.86497682,0.463529153,0.978196871,1.864034189
2734,490000,0.0285,0.9,81.15001431,3.298080836,178.130578,2.195077592,54.01037357,0.544435238,0.981485038,2.195077592
109,90000,0.074,0.1,81.15496153,3.2982819,88.3551875,1.088721944,26.78824618,0.081491831,0.962670195,1.088721944
740,420000,0.0311,0.1,81.25821366,3.30247825,182.763625,2.24917109,55.34135615,0.55539176,0.981930331,2.24917109
1938,70000,0.0854,0.9,81.53335347,3.313660421,84.3784,1.034894266,25.46380416,0.033717711,0.96072857,1.034894266
1283,250000,0.0478,0.4,81.59647426,4.733901025,66.2993906,0.812527639,14.00523379,-0.230727365,0.928598122,0.812527639
2492,330000,0.0357,0.9,81.71784085,3.321158317,134.518984,1.646139724,40.50363493,0.392518153,0.975310858,1.646139724
681,380000,0.033,0.1,81.88698588,3.328032671,167.628781,2.047074748,50.36873059,0.511498053,0.980146412,2.047074748
386,210000,0.0461,0.1,81.96890463,3.331361995,111.922469,1.365425944,33.59660979,0.267627802,0.970235092,1.365425944
855,50000,0.1187,0.4,82.3216235,4.775971283,86.8957,1.055563488,18.19435144,0.052638698,0.945037887,1.055563488
1430,310000,0.0425,0.4,82.36737255,4.77862546,72.0751,0.875044302,15.08281003,-0.142799282,0.933699357,0.875044302
2227,190000,0.0489,0.9,82.53078986,3.354198009,99.3169531,1.203392737,29.6097466,0.169016092,0.966227337,1.203392737
2328,240000,0.0429,0.9,82.66699446,3.359733606,112.294781,1.358399222,33.42371574,0.26383939,0.970081124,1.358399223
2088,130000,0.0606,0.9,82.71373838,3.361633362,89.6066172,1.083334147,26.65567822,0.07692377,0.962484541,1.083334147
159,110000,0.0666,0.1,82.7895371,3.364713957,91.81075,1.108965616,27.28634623,0.098258787,0.963351634,1.108965616
711,400000,0.0322,0.1,82.82139537,3.366008734,178.790938,2.158753028,53.11659955,0.536769613,0.981173494,2.158753028
365,200000,0.0476,0.1,82.94960745,3.371219501,107.136703,1.291587824,31.77980638,0.225759192,0.968533477,1.291587824
2649,430000,0.031,0.9,83.4170366,3.390216652,174.869516,2.096328557,51.58063155,0.522975539,0.980612878,2.096328557
1087,170000,0.0599,0.4,83.43126069,4.840347994,68.4870312,0.820879735,14.14919574,-0.218205246,0.929324605,0.820879735
1804,470000,0.0338,0.4,83.51124421,4.844988318,88.1482578,1.05552562,18.19369873,0.052604711,0.945035915,1.05552562
1600,380000,0.0381,0.4,83.52681787,4.845891839,78.9331,0.945003078,16.28866319,-0.058197611,0.938607608,0.945003078
2620,410000,0.0319,0.9,83.81098969,3.406227606,163.492016,1.95072289,47.99797163,0.487369526,0.979165786,1.95072289
2248,200000,0.0478,0.9,83.86399698,3.408381916,106.241961,1.266836364,31.17079119,0.210632069,0.967918684,1.266836364
34,60000,0.0943,0.1,84.20716962,3.422329063,93.6379219,1.111994648,27.36087623,0.100715096,0.963451463,1.111994647
301,170000,0.0525,0.1,84.36581551,3.428776714,102.193406,1.211312963,29.80462553,0.174449519,0.966448161,1.211312963
1989,90000,0.0752,0.9,84.64117554,3.439967835,88.1626406,1.041604633,25.62891423,0.039942827,0.96098157,1.041604633
569,310000,0.0375,0.1,84.76202383,3.444879324,142.069766,1.676101626,41.24085422,0.403377466,0.9757522,1.676101626
232,140000,0.0587,0.1,84.8763732,3.449526686,98.2607,1.157692021,28.48527028,0.13621241,0.964894137,1.157692021
834,490000,0.029,0.1,84.92543701,3.451520726,206.142047,2.427329835,59.72499178,0.588024674,0.98325659,2.427329835
2160,160000,0.0545,0.9,85.0864588,3.458064938,100.048039,1.175839733,28.93179879,0.149543963,0.965435955,1.175839733
1826,480000,0.0337,0.4,85.4754199,4.958941934,91.1174297,1.066007395,18.37436915,0.061920204,0.945576363,1.066007395
1307,260000,0.0476,0.4,85.50404362,4.960602568,72.3214297,0.845824673,14.57916225,-0.182278115,0.931408953,0.845824673
1185,210000,0.0537,0.4,85.57738312,4.964857432,67.9944766,0.794537927,13.69515188,-0.258593159,0.92698146,0.794537927
463,250000,0.0425,0.1,85.6633181,3.481509525,122.896102,1.434640926,35.29965985,0.302961472,0.971671115,1.434640926
1018,140000,0.0677,0.4,86.33638844,5.008891885,74.47575,0.862622949,14.86870783,-0.159255039,0.93274466,0.862622949
1624,390000,0.0381,0.4,86.78283628,5.034793002,81.3755312,0.937691538,16.16263691,-0.066448784,0.938128908,0.937691538
2693,460000,0.0303,0.9,86.78390674,3.52705224,192.011766,2.212527336,54.4397284,0.548028183,0.981631062,2.212527336
754,430000,0.0315,0.1,86.98090891,3.535058758,194.377094,2.234709851,54.98553413,0.552514614,0.981813398,2.234709851
2347,250000,0.0428,0.9,87.25340417,3.54613345,122.829852,1.407737075,34.6376846,0.289640077,0.97112971,1.407737075
1914,60000,0.0956,0.9,87.27635457,3.547066195,88.1644766,1.010175975,24.8556051,0.010073468,0.959767626,1.010175975
12,50000,0.106,0.1,87.41580525,3.552733719,95.7053438,1.09482883,26.93850746,0.086615211,0.962878419,1.09482883
2039,110000,0.068,0.9,87.41751191,3.55280308,94.4482422,1.080427024,26.5841478,0.074440033,0.962383598,1.080427024
1892,50000,0.1061,0.9,87.63159792,3.561503916,87.9677812,1.003836325,24.69961659,0.003821664,0.959513542,1.003836325
2525,350000,0.0355,0.9,87.81286078,3.568870761,150.756047,1.716787788,42.24194629,0.417516826,0.976326848,1.716787788
1454,320000,0.0428,0.4,87.91071502,5.100228015,77.2543203,0.878781617,15.14722873,-0.137939143,0.933981323,0.878781617
619,340000,0.0361,0.1,87.91367171,3.572967897,159.889188,1.818706748,44.74968503,0.450158745,0.977653474,1.818706748
482,260000,0.042,0.1,87.98988675,3.576065411,129.12568,1.467505923,36.10831044,0.318571745,0.972305544,1.467505923
1848,490000,0.0337,0.4,88.10987038,5.111782212,95.2136,1.08062354,18.62630215,0.07460835,0.946312478,1.08062354
406,220000,0.0462,0.1,88.27812909,3.587780092,118.88932,1.346758492,33.13729296,0.257476373,0.96982252,1.346758492
2440,300000,0.0388,0.9,88.29483521,3.588459059,139.888344,1.584332126,38.9828452,0.368819212,0.974347691,1.584332126
2422,290000,0.0396,0.9,88.60026307,3.60087219,131.205531,1.480870671,36.43715302,0.324721585,0.972555485,1.480870671
2664,440000,0.0314,0.9,89.23023924,3.626475541,186.53975,2.090544098,51.43830363,0.52165563,0.980559234,2.090544098
518,280000,0.0405,0.1,89.23141485,3.62652332,142.222656,1.593863061,39.21735598,0.372593528,0.974501086,1.593863061
323,180000,0.052,0.1,89.50456802,3.637624751,111.376711,1.244369013,30.61797701,0.196379861,0.967339449,1.244369013
500,270000,0.0414,0.1,89.58258736,3.640795595,135.575375,1.513412137,37.23784307,0.339241456,0.973145598,1.513412137
976,120000,0.0749,0.4,89.619441,5.199361461,79.6870781,0.889171782,15.32632011,-0.124642077,0.934752766,0.889171783
1647,400000,0.0381,0.4,90.07852053,5.225995419,86.1067266,0.955907425,16.47661731,-0.046126407,0.939307931,0.955907425
726,410000,0.0328,0.1,90.13527939,3.663257982,187.802047,2.083557607,51.26639945,0.520051667,0.980494047,2.083557607
184,120000,0.0657,0.1,90.81506089,3.69088551,99.4524922,1.09511012,26.94542866,0.086849823,0.962887954,1.09511012
651,360000,0.0354,0.1,90.85868503,3.692658473,180.566688,1.987335475,48.89883246,0.496813692,0.979549614,1.987335475
2112,140000,0.0603,0.9,91.05932914,3.700813006,101.495172,1.114604873,27.42510141,0.102821077,0.963537054,1.114604873
2269,210000,0.048,0.9,91.09861731,3.702409747,115.157594,1.264098154,31.10341693,0.20892219,0.967849192,1.264098154
2558,370000,0.0349,0.9,91.1446745,3.704281593,164.482891,1.804635234,44.40345229,0.445871398,0.977479229,1.804635234
1210,220000,0.0536,0.4,91.19810995,5.290949518,73.5310938,0.806278703,13.89752322,-0.240265923,0.928044733,0.806278703
796,460000,0.0309,0.1,91.3493775,3.712601087,225.3535,2.46694073,60.69962668,0.594639633,0.983525434,2.46694073
1670,410000,0.0378,0.4,91.50233872,5.308599654,88.9138516,0.971711246,16.74902185,-0.029112304,0.940295021,0.971711246
1111,180000,0.0601,0.4,91.55019116,5.311375862,74.0245469,0.808567912,13.93698146,-0.236754496,0.928248452,0.808567912
603,330000,0.0373,0.1,91.64365064,3.724560871,158.381828,1.728235692,42.52362453,0.421375218,0.97648366,1.728235692
900,80000,0.095,0.4,91.855884,5.329110938,88.3320703,0.961637583,16.5753859,-0.039892801,0.93966958,0.961637583
1479,330000,0.0428,0.4,91.98483563,5.336592195,80.9222734,0.879734935,15.16366071,-0.136706024,0.934052864,0.879734935
2183,170000,0.0543,0.9,92.1397634,3.744723775,105.620328,1.146305613,28.20510519,0.127632293,0.964545426,1.146305613
1869,500000,0.0339,0.4,92.18511096,5.348211369,100.318383,1.08822761,18.75737066,0.081074593,0.946687624,1.08822761
1332,270000,0.048,0.4,92.38877068,5.360026891,78.1858516,0.846270072,14.58683943,-0.181655872,0.931445053,0.846270072
936,100000,0.0841,0.4,92.76584005,5.381902947,85.7021797,0.923854941,15.92414069,-0.082421012,0.937202263,0.923854941
1041,150000,0.067,0.4,93.00436453,5.395741183,78.7365938,0.84659031,14.59235926,-0.18120889,0.931470985,0.84659031
84,80000,0.0834,0.1,93.28268277,3.79117405,99.3664766,1.065218899,26.2099485,0.061225818,0.961846548,1.065218899
2589,390000,0.0342,0.9,93.40765091,3.796252977,180.234156,1.929543825,47.47685602,0.48174279,0.978937106,1.929543825
847,500000,0.0298,0.1,93.94117378,3.817936295,228.548109,2.432885388,59.8616874,0.58896543,0.983294824,2.432885388
426,230000,0.0462,0.1,94.24843987,3.830424136,133.045094,1.411642402,34.73377602,0.291605297,0.97120958,1.411642401
2707,470000,0.031,0.9,95.08783593,3.864538683,200.694188,2.110618945,51.93224974,0.526205333,0.980744143,2.110618945
768,440000,0.0322,0.1,95.29735663,3.873053977,208.935406,2.192457518,53.94590606,0.54389082,0.981462912,2.192457518
1504,340000,0.0427,0.4,95.53159262,5.542360848,85.3505234,0.893427201,15.39966916,-0.119285375,0.93506354,0.893427201
2475,320000,0.0386,0.9,95.79232182,3.893170242,152.512766,1.5921189,39.1744405,0.371906206,0.974473152,1.592118899
1234,230000,0.0533,0.4,95.94742971,5.566486052,79.4850312,0.828422725,14.27921142,-0.207113192,0.929968121,0.828422725
256,150000,0.0592,0.1,96.05726,3.903937801,111.665328,1.162487125,28.60325489,0.139775419,0.965038944,1.162487125
1693,420000,0.038,0.4,96.12398498,5.576729082,93.3045625,0.970668897,16.73105527,-0.030217413,0.940230907,0.970668897
1964,80000,0.0845,0.9,96.53401999,3.923314174,100.88068,1.045027235,25.71312812,0.04308714,0.96110936,1.045027235
2064,120000,0.0673,0.9,96.7120736,3.93055059,102.768094,1.062619073,26.14597921,0.058928994,0.961753201,1.062619073
1357,280000,0.0479,0.4,96.94006624,5.624074853,82.3631484,0.849629587,14.64474612,-0.176983495,0.931716126,0.849629587
635,350000,0.0369,0.1,97.1582963,3.948685874,177.444109,1.826340269,44.93750951,0.452456907,0.977746875,1.826340269
2748,500000,0.0302,0.9,97.2740214,3.953389147,224.787312,2.310866856,56.85939422,0.567261957,0.982412757,2.310866856
445,240000,0.0457,0.1,97.52791834,3.96370797,140.824594,1.443941349,35.52849884,0.307451095,0.971853581,1.443941349
1716,430000,0.0378,0.4,98.14858908,5.694188513,96.8880938,0.987157276,17.01525926,-0.013009806,0.941229223,0.987157276
2205,180000,0.0539,0.9,98.30970719,3.995481259,122.340438,1.244439044,30.61970012,0.196425084,0.967341287,1.244439044
135,100000,0.0751,0.1,98.49967999,4.003202091,107.603273,1.092422564,26.87930076,0.08460331,0.962796651,1.092422564
2679,450000,0.0322,0.9,98.50296126,4.003335448,196.917766,1.999105037,49.18842514,0.499776159,0.979670014,1.999105037
667,370000,0.036,0.1,98.84843622,4.017376164,193.436719,1.956902167,48.15001411,0.48898825,0.979231574,1.956902167
1529,350000,0.0426,0.4,99.08735716,5.748652082,87.8598672,0.886690994,15.28355968,-0.127788606,0.934570217,0.886690994
2574,380000,0.0355,0.9,99.11481209,4.028202153,180.535297,1.821476459,44.81783439,0.450994826,0.977687454,1.821476459
2015,100000,0.0754,0.9,99.53181744,4.045149992,105.793406,1.062910421,26.1531479,0.059186946,0.961763685,1.062910421
1136,190000,0.0602,0.4,99.56712992,5.776486578,80.3637891,0.807131723,13.91222641,-0.238955144,0.928120779,0.807131723
2289,220000,0.0484,0.9,99.69627091,4.051833673,129.14032,1.295337517,31.87206841,0.228000435,0.968624565,1.295337517
697,390000,0.0351,0.1,99.97212145,4.06304473,208.059734,2.081177542,51.20783743,0.519502791,0.980471739,2.081177542
809,470000,0.0316,0.1,99.9754477,4.063179914,240.567625,2.406267044,59.20673711,0.584418528,0.98311003,2.406267044
884,70000,0.1059,0.4,100.247325,5.815948778,98.0207422,0.977789105,16.85378361,-0.022715425,0.940666142,0.977789105
2458,310000,0.04,0.9,100.3432172,4.07812672,150.560812,1.500458289,36.91911074,0.333536955,0.972913757,1.500458289
345,190000,0.0527,0.1,100.3687102,4.079162801,125.842891,1.253805999,30.85017616,0.202428446,0.967585274,1.253806
2367,260000,0.0442,0.9,100.5561059,4.086778897,138.938141,1.381697708,33.99698014,0.276252689,0.970585623,1.381697707
553,300000,0.0408,0.1,100.6955123,4.09244462,165.79375,1.646485987,40.51215481,0.392645909,0.97531605,1.646485987
536,290000,0.0416,0.1,100.7824102,4.095976305,158.140281,1.56912581,38.60869039,0.362702472,0.974099096,1.569125809
1381,290000,0.0477,0.4,100.9690639,5.857821177,86.4109922,0.855816513,14.75138786,-0.168474766,0.932209768,0.855816513
2605,400000,0.0348,0.9,101.4656506,4.123744411,189.489641,1.867525018,45.95086943,0.464531939,0.978237626,1.867525017
2635,420000,0.0339,0.9,101.8028256,4.137447802,202.837344,1.992452987,49.02474997,0.4981061,0.97960214,1.992452987
1739,440000,0.0379,0.4,102.2310836,5.931038514,101.630938,0.994129519,17.1354372,-0.005905147,0.941641407,0.994129519
997,130000,0.0756,0.4,103.3099933,5.99363254,89.4773828,0.866105785,14.92874016,-0.154593374,0.933015111,0.866105784
59,70000,0.0935,0.1,103.3316894,4.199583541,112.51443,1.088866645,26.79180659,0.081613893,0.962675156,1.088866646
2137,150000,0.0609,0.9,103.4378447,4.203897885,113.492812,1.097207819,26.99704301,0.088595631,0.962958906,1.097207819
1064,160000,0.0673,0.4,103.4761873,6.003274452,85.6075469,0.827316401,14.26014212,-0.208727397,0.929874472,0.827316401
2386,270000,0.0438,0.9,103.8042576,4.218789553,146.998016,1.416107772,34.84364749,0.293839057,0.971300364,1.416107773
1553,360000,0.0427,0.4,103.9183633,6.028927731,96.2221484,0.925939799,15.9600766,-0.079983819,0.937343659,0.925939799
2721,480000,0.0317,0.9,103.9781483,4.22585678,218.307703,2.099553671,51.65998621,0.523708294,0.980642658,2.099553672
1259,240000,0.0537,0.4,104.1681009,6.043416506,84.9784609,0.815781992,14.06132786,-0.225817692,0.928882961,0.815781993
209,130000,0.0662,0.1,104.2182712,4.235615801,118.676367,1.138728993,28.01868077,0.121827928,0.964309526,1.138728993
2404,280000,0.043,0.9,104.3602476,4.241385976,155.492906,1.489962985,36.66087144,0.328842387,0.972722962,1.489962985
2509,340000,0.0386,0.9,104.7350787,4.256619779,176.400391,1.684253196,41.44142539,0.406265042,0.975869556,1.684253195
782,450000,0.033,0.1,105.0308639,4.268641015,225.031719,2.142529449,52.7174148,0.533261958,0.981030936,2.14252945
1761,450000,0.0379,0.4,105.6699244,6.130546299,104.736039,0.99116224,17.08429133,-0.008916562,0.941466697,0.991162241
2310,230000,0.0483,0.9,105.8647458,4.30253146,137.285594,1.29680181,31.90809766,0.228872143,0.968659993,1.29680181
869,60000,0.1182,0.4,106.4856726,6.177872746,106.657383,1.001612521,17.2644189,0.001609925,0.942077402,1.001612522
279,160000,0.0594,0.1,106.5672926,4.331084208,124.792148,1.171017345,28.81314285,0.146041684,0.965293616,1.171017345
1939,70000,0.0947,0.9,106.835282,4.341975776,109.385047,1.02386632,25.19245907,0.023309996,0.960305582,1.023866319
956,110000,0.0844,0.4,107.7382452,6.250542002,97.3599922,0.903671598,15.57624797,-0.106596691,0.935799687,0.903671598
1577,370000,0.0427,0.4,108.1957831,6.277086517,99.4442891,0.919114278,15.84242767,-0.088003987,0.936878361,0.919114279
1161,200000,0.0604,0.4,108.3122642,6.283844285,86.1965078,0.795814845,13.71716164,-0.256573694,0.927098621,0.795814846
822,480000,0.0322,0.1,108.3211279,4.402363195,254.105703,2.345855402,57.72029516,0.573716266,0.982675071,2.345855401
918,90000,0.0947,0.4,108.3483006,6.285934974,100.902523,0.93127924,16.05211053,-0.073791788,0.937702896,0.93127924
1406,300000,0.0481,0.4,108.47924,6.293531554,92.9061,0.856441288,14.76215686,-0.167622363,0.932259221,0.856441288
2493,330000,0.0398,0.9,108.5849328,4.413084695,172.786328,1.591255099,39.15318648,0.37156525,0.974459295,1.591255098
2542,360000,0.0379,0.9,108.6064355,4.4139586,196.570906,1.80993792,44.53392608,0.447494862,0.977545209,1.809937921
741,420000,0.0348,0.1,109.0219462,4.430845696,233.846844,2.144952023,52.77702273,0.533789106,0.981052361,2.144952022
682,380000,0.0369,0.1,109.6630516,4.456901357,209.768516,1.912845876,47.06599927,0.477218728,0.97875324,1.912845876
1783,460000,0.038,0.4,109.8996328,6.375937062,111.634258,1.015783722,17.50868255,0.015538467,0.94288548,1.015783721
587,320000,0.0407,0.1,110.0239864,4.471570388,188.740594,1.715449514,42.20901778,0.417062413,0.97630838,1.715449515
160,110000,0.0743,0.1,110.2076746,4.479035803,118.60057,1.076155272,26.4790404,0.070766063,0.962234281,1.076155272
387,210000,0.0517,0.1,110.6200996,4.495797488,147.851766,1.336572346,32.88666057,0.25181753,0.969592534,1.336572346
35,60000,0.1047,0.1,110.7000802,4.499048045,124.768609,1.127086889,27.73222418,0.112756958,0.963940866,1.127086889
856,50000,0.133,0.4,110.8364271,6.43028612,113.388453,1.023025155,17.63350042,0.022506929,0.943289762,1.023025155
712,400000,0.036,0.1,110.8704842,4.505973565,224.525297,2.025113344,49.82836534,0.506200479,0.97993111,2.025113344
2228,190000,0.0548,0.9,111.1654048,4.517959663,131.210625,1.18031887,29.04200896,0.152771319,0.96556712,1.18031887
2089,130000,0.0679,0.9,111.3618349,4.525942932,119.67132,1.074616992,26.44119066,0.069435894,0.962180221,1.074616991
366,200000,0.0533,0.1,111.4933768,4.531289029,142.546125,1.278516528,31.45818421,0.21784351,0.96821177,1.278516527
110,90000,0.0836,0.1,111.6420114,4.537329801,120.955859,1.08342601,26.65793855,0.077002038,0.962487722,1.083426011
2735,490000,0.0322,0.9,111.6597093,4.538049077,232.838969,2.085255017,51.3081646,0.520442348,0.980509925,2.085255016
1284,250000,0.0539,0.4,111.7008342,6.480435563,92.3672,0.826915937,14.25323948,-0.209312767,0.929840511,0.826915937
1601,380000,0.0426,0.4,111.8403922,6.488532156,103.811391,0.928210184,15.99921038,-0.077342198,0.937496915,0.928210184
1805,470000,0.0378,0.4,111.8804661,6.490857086,114.843141,1.026480716,17.69306264,0.025797578,0.943480673,1.026480716
2329,240000,0.0482,0.9,112.1009149,4.555980457,149.772156,1.336047579,32.87374856,0.251523662,0.969580591,1.336047579
2621,410000,0.0357,0.9,112.4866686,4.57165817,205.694609,1.828613218,44.99343594,0.453137498,0.977774536,1.828613218
570,310000,0.0418,0.1,112.582629,4.575558172,184.979406,1.643054596,40.42772467,0.391377498,0.9752645,1.643054596
1431,310000,0.0479,0.4,112.6107742,6.533226638,98.0459062,0.870661861,15.00727154,-0.148551515,0.933365636,0.870661861
2650,430000,0.0348,0.9,112.864818,4.587026837,221.706734,1.964356457,48.33342858,0.490927425,0.979310386,1.964356456
2249,200000,0.0536,0.9,113.141677,4.598278876,140.287328,1.239926186,30.50866026,0.193500378,0.967222422,1.239926186
1019,140000,0.0753,0.4,114.0274756,6.61541799,96.5583438,0.846798925,14.59595508,-0.18091789,0.931487868,0.846798925
1915,60000,0.106,0.9,114.3301025,4.646578604,118.237031,1.034172352,25.44604129,0.033043188,0.960701156,1.034172352
233,140000,0.0658,0.1,114.4047389,4.64961196,127.424047,1.113800427,27.40530782,0.102173086,0.963510718,1.113800426
1088,170000,0.0676,0.4,114.4596779,6.640492637,93.4359297,0.816321795,14.07063223,-0.225007107,0.928929988,0.816321795
302,170000,0.059,0.1,114.4755485,4.652489787,136.044703,1.188417132,29.24126849,0.158544611,0.965801757,1.188417132
2526,350000,0.0393,0.9,114.5603291,4.655935421,189.367391,1.652992729,40.67225463,0.395036661,0.975413215,1.652992729
1827,480000,0.0377,0.4,114.6059247,6.64897729,118.616172,1.034991623,17.83976194,0.033808605,0.94394544,1.034991623
464,250000,0.0476,0.1,115.2086947,4.682286153,161.533266,1.402092667,34.49880266,0.286780379,0.971013487,1.402092666
2161,160000,0.0612,0.9,115.2188293,4.682698039,133.052359,1.154779647,28.41361068,0.134033923,0.964805599,1.154779647
835,490000,0.0326,0.1,115.3229662,4.686930347,265.42075,2.301542865,56.62997535,0.565508853,0.982341507,2.301542865
1186,210000,0.0602,0.4,115.3735306,6.693510715,92.7962812,0.804311706,13.86361883,-0.243299075,0.927868761,0.804311706
1625,390000,0.0425,0.4,115.4882609,6.700166906,107.983906,0.935020626,16.11659941,-0.069495123,0.937952171,0.935020626
1308,260000,0.0534,0.4,115.491462,6.700352624,96.7489922,0.837715538,14.43938814,-0.193722636,0.930744988,0.837715538
620,340000,0.0402,0.1,116.4694967,4.733527388,205.851953,1.767432322,43.48806632,0.434207473,0.977005186,1.767432321
2040,110000,0.0759,0.9,116.5213637,4.735635353,121.385859,1.041747669,25.63243365,0.040074646,0.960986927,1.041747669
1990,90000,0.085,0.9,116.5967818,4.73870048,120.647367,1.034740111,25.46001114,0.033573755,0.960722719,1.034740111
483,260000,0.0468,0.1,116.7655344,4.745558883,167.730922,1.436476293,35.34481947,0.303852069,0.971707311,1.436476293
2348,250000,0.0479,0.9,117.116915,4.759839615,161.339562,1.377594022,33.89600807,0.274096734,0.970498001,1.377594022
2423,290000,0.0441,0.9,117.3964566,4.771200683,171.462109,1.460539048,35.93688893,0.315321284,0.97217344,1.460539049
13,50000,0.1188,0.1,117.7728715,4.786498854,126.489078,1.07400861,26.42622131,0.068908768,0.962158797,1.07400861
1455,320000,0.0479,0.4,117.9991983,6.845841449,103.43775,0.876597057,15.1095743,-0.14077499,0.933816799,0.876597058
2694,460000,0.0341,0.9,118.1963406,4.803709391,249.842797,2.113794689,52.01038961,0.526917157,0.980773072,2.113794689
2441,300000,0.0434,0.9,118.3481254,4.809878195,182.365547,1.540924678,37.91479526,0.351039013,0.973625072,1.540924678
1893,50000,0.1191,0.9,118.5520858,4.818167509,118.24657,0.99742294,24.54181383,-0.002583718,0.959253215,0.99742294
1849,490000,0.0378,0.4,118.9593191,6.901543817,124.236359,1.044360038,18.00124179,0.04247581,0.944448277,1.044360038
407,220000,0.0518,0.1,119.0616152,4.838875688,158.567141,1.331807407,32.76941819,0.249140683,0.969483743,1.331807407
501,270000,0.0462,0.1,119.3416899,4.850258424,179.315875,1.502541779,36.97037546,0.334461102,0.972951316,1.502541778
519,280000,0.0454,0.1,120.2843342,4.888569161,188.761766,1.569296345,38.61288647,0.362771727,0.97410191,1.569296345
755,430000,0.0357,0.1,120.6571107,4.903719462,257.944,2.13782676,52.60170407,0.53223525,0.980989209,2.13782676
652,360000,0.0395,0.1,121.0068745,4.917934487,230.177203,1.902182863,46.80363344,0.474288188,0.978634137,1.902182862
2559,370000,0.0389,0.9,121.0450062,4.919484225,204.349641,1.688212074,41.53883449,0.407657358,0.975926142,1.688212074
901,80000,0.1056,0.4,121.123139,7.027079992,113.4775,0.93687714,16.14859944,-0.067375814,0.938075125,0.93687714
604,330000,0.0415,0.1,121.133888,4.923096541,201.387328,1.662518485,40.90663799,0.398502928,0.97555409,1.662518485
324,180000,0.0584,0.1,121.2413964,4.927465871,148.673625,1.226261239,30.1724312,0.184513081,0.966857162,1.22626124
1648,400000,0.0427,0.4,121.354665,7.040512204,113.662133,0.936611155,16.14401477,-0.067678934,0.938057539,0.936611156
1112,180000,0.0671,0.4,122.1145876,7.084599874,98.1732266,0.803943481,13.85727188,-0.243868535,0.927835723,0.803943481
1211,220000,0.06,0.4,122.4815677,7.105890595,98.4081484,0.803452717,13.84881277,-0.244628313,0.927791644,0.803452717
727,410000,0.0369,0.1,122.6431537,4.984435782,249.737578,2.036294489,50.1034799,0.508911896,0.980041306,2.036294489
797,460000,0.0346,0.1,122.7816404,4.990064128,293.85925,2.39334846,58.88887246,0.582175343,0.983018863,2.393348459
1480,330000,0.0478,0.4,122.7949015,7.124068967,106.848094,0.870134612,14.99818355,-0.149247468,0.933325259,0.870134612
