,frequency,peak flux density,duty cycle,loss calculted by iGSE,loss calculted by SE,Measured loss,ratio igse,ratio se,error for iGSE,error for SE,loss error percent by iGSE
2393,280000,0.0124,0.9,4.040869361,0.164228114,9.30875,2.303650321,56.68182976,0.56590634,0.982357662,2.303650321
1200,220000,0.0163,0.4,4.057379134,0.235392907,3.45454,0.851421542,14.67563337,-0.174506341,0.931859841,0.851421542
2299,230000,0.0139,0.9,4.077327484,0.165709837,7.72618,1.89491279,46.62475167,0.472271228,0.978552165,1.89491279
1566,370000,0.0122,0.4,4.089174265,0.237237533,4.54161,1.110642322,19.14372461,0.09962012,0.947763561,1.110642322
48,70000,0.0272,0.1,4.093734982,0.166376667,5.22625,1.276645905,31.41215709,0.216697444,0.968165192,1.276645905
1772,460000,0.0108,0.4,4.096652863,0.237671411,5.31816,1.29817199,22.37610311,0.229686045,0.955309466,1.29817199
268,160000,0.0171,0.1,4.107896043,0.166952198,5.663,1.378564584,33.91988885,0.274607797,0.970518771,1.378564584
2482,330000,0.0114,0.9,4.130897446,0.167887015,10.9127803,2.641745636,65.00074053,0.62146242,0.98461556,2.641745636
2318,240000,0.0137,0.9,4.179548154,0.169864267,8.23333,1.969909114,48.47005286,0.492362367,0.979368704,1.969909114
149,110000,0.0213,0.1,4.201956348,0.170774976,4.85798,1.156123386,28.44667359,0.135040418,0.964846505,1.156123386
1395,300000,0.0139,0.4,4.223599219,0.245036331,4.03096,0.954389797,16.45045852,-0.047789911,0.939211421,0.954389797
1794,470000,0.0108,0.4,4.228433953,0.245316823,5.49804,1.300254435,22.4119974,0.230919754,0.955381041,1.300254435
1590,380000,0.0122,0.4,4.25291254,0.246736973,4.77957,1.123834538,19.37111387,0.110189297,0.948376743,1.123834538
1928,70000,0.0276,0.9,4.253019634,0.172850278,5.12569,1.205188417,29.65392974,0.170254223,0.966277657,1.205188417
355,200000,0.0153,0.1,4.2656785,0.173364757,6.89641,1.616720529,39.77976908,0.381463907,0.974861594,1.616720529
2238,200000,0.0153,0.9,4.2656785,0.173364757,7.02003,1.645700678,40.49283212,0.392356087,0.975304271,1.645700678
99,90000,0.024,0.1,4.272413044,0.173638461,5.16048,1.207860744,29.7196829,0.172089991,0.966352266,1.207860744
376,210000,0.0149,0.1,4.276617985,0.173809357,7.74898,1.811941124,44.58321539,0.448105688,0.977570034,1.811941125
2531,360000,0.011,0.9,4.276781588,0.173816006,12.7175596,2.973628496,73.16679225,0.663710513,0.986332597,2.973628496
730,420000,0.0101,0.1,4.292850632,0.174469081,16.7364609,3.898682329,95.92794783,0.743503082,0.989575509,3.898682329
1175,210000,0.0171,0.4,4.294475872,0.249148311,3.56347,0.829779956,14.30260549,-0.205138775,0.930082669,0.829779956
2217,190000,0.0158,0.9,4.302380464,0.17485639,6.54665,1.521634373,37.44015303,0.342811902,0.973290707,1.521634373
576,320000,0.0118,0.1,4.320467662,0.175591486,11.8908301,2.752209027,67.71871673,0.636655505,0.985233034,2.752209027
1297,260000,0.0152,0.4,4.322292803,0.250762138,3.88941,0.899848802,15.51035587,-0.111297807,0.935526947,0.899848802
2078,130000,0.0196,0.9,4.323230879,0.175703788,4.87279,1.12711769,27.73298206,0.112781204,0.963941851,1.12711769
1614,390000,0.0121,0.4,4.324622602,0.250897303,4.88801,1.13027435,19.48211456,0.115259052,0.948670869,1.13027435
2639,430000,0.01,0.9,4.3300343,0.175980291,15.4246699,3.562251204,87.64998519,0.719278641,0.988590985,3.562251205
1420,310000,0.0138,0.4,4.349592032,0.25234593,4.28531,0.985221135,16.98188673,-0.015000556,0.941113728,0.985221135
2610,410000,0.0103,0.9,4.361189538,0.177246495,14.2510195,3.267690931,80.40226409,0.693973506,0.987562539,3.267690931
1816,480000,0.0108,0.4,4.361545773,0.253039438,5.94038,1.361989604,23.47610336,0.265780005,0.957403493,1.361989604
24,60000,0.0304,0.1,4.363780589,0.1773518,5.61385,1.286464772,31.6537526,0.222675955,0.968408169,1.286464772
2,50000,0.0338,0.1,4.402315997,0.178917948,5.49428,1.248043076,30.70837812,0.198745605,0.967435597,1.248043076
1882,50000,0.0338,0.9,4.402315997,0.178917948,5.22229,1.186259688,29.18818407,0.157014261,0.965739561,1.186259688
559,310000,0.0121,0.1,4.402918734,0.178942444,11.3588799,2.579852272,63.47784039,0.612380906,0.984246471,2.579852272
671,380000,0.0108,0.1,4.414175344,0.179399933,14.5753301,3.301937273,81.24490269,0.697147487,0.987691536,3.301937273
701,400000,0.0105,0.1,4.422373875,0.179733136,15.9134902,3.598404533,88.53954565,0.722099061,0.988705612,3.598404534
2150,160000,0.0176,0.9,4.429416175,0.180019347,5.91692,1.335823902,32.86824499,0.251398333,0.969575498,1.335823902
453,250000,0.0137,0.1,4.438432546,0.180385789,8.57309,1.931558024,47.52641573,0.48228322,0.97895907,1.931558025
2337,250000,0.0137,0.9,4.438432546,0.180385789,8.80821,1.984531681,48.82984435,0.496102778,0.979520721,1.984531681
1979,90000,0.0244,0.9,4.461111495,0.181307501,5.29038,1.185888316,29.17904649,0.156750272,0.965728832,1.185888316
1904,60000,0.0307,0.9,4.477277962,0.181964535,5.18566,1.158217123,28.4981906,0.136604027,0.964910053,1.158217123
291,170000,0.0171,0.1,4.491391452,0.182538133,6.2713,1.396293346,34.35610903,0.283818115,0.970893095,1.396293346
1838,490000,0.0108,0.4,4.495973616,0.260838404,6.09612,1.355906533,23.37125173,0.262486038,0.95721239,1.355906533
396,220000,0.0148,0.1,4.499839816,0.182881489,8.36503,1.858961728,45.74016783,0.46206531,0.978137378,1.858961728
1151,200000,0.0179,0.4,4.504381553,0.261326199,3.71666,0.825121042,14.22230153,-0.211943399,0.929687892,0.825121042
2515,350000,0.0114,0.9,4.504692661,0.183078717,12.1869697,2.705394267,66.56682928,0.630368109,0.984977503,2.705394267
222,140000,0.0191,0.1,4.506576168,0.183155267,5.80638,1.288423802,31.70195482,0.223857865,0.968456204,1.288423802
609,340000,0.0116,0.1,4.517317773,0.183591824,13.6167,3.014332992,74.16833551,0.668251649,0.986517157,3.014332992
2029,110000,0.0219,0.9,4.518524219,0.183640857,5.21525,1.154193216,28.39918134,0.133593937,0.964787717,1.154193216
2412,290000,0.0127,0.9,4.529570233,0.184089786,10.2136104,2.254874055,55.48167892,0.556516251,0.981976032,2.254874055
1444,320000,0.0138,0.4,4.557719955,0.264420679,4.41618,0.968945008,16.70134127,-0.032050314,0.940124569,0.968945008
2430,300000,0.0125,0.9,4.567805451,0.185643733,11.3202305,2.478264589,60.9782529,0.596491834,0.983600711,2.478264589
1637,400000,0.0122,0.4,4.586503825,0.266090604,5.21944,1.137999705,19.6152736,0.12126515,0.949019319,1.137999705
2654,440000,0.0101,0.9,4.59715559,0.186836575,16.7101895,3.63489753,89.43746427,0.724889081,0.988819003,3.63489753
472,260000,0.0136,0.1,4.613037901,0.187482061,9.59763,2.080544363,51.1922578,0.51935656,0.980465796,2.080544363
1660,410000,0.0121,0.4,4.655038671,0.270066722,5.33273,1.14558232,19.74597226,0.1270815,0.949356761,1.14558232
174,120000,0.0211,0.1,4.659840402,0.189384197,5.17515,1.110585246,27.32619766,0.099573848,0.963405081,1.110585246
313,180000,0.0168,0.1,4.664739944,0.189583324,7.0142,1.503663673,36.99797984,0.334957665,0.972971497,1.503663673
508,280000,0.0131,0.1,4.66481459,0.189586357,11.3842803,2.440457189,60.04799333,0.590240712,0.983346654,2.440457189
744,430000,0.0103,0.1,4.67796349,0.190120752,17.6950801,3.782646046,93.0728493,0.735634794,0.989255728,3.782646046
1469,330000,0.0137,0.4,4.679112432,0.271463385,4.53575,0.969361191,16.70851485,-0.031607216,0.940150276,0.969361191
490,270000,0.0134,0.1,4.691305617,0.190663,10.6574199,2.271738567,55.89663385,0.559808503,0.982109835,2.271738567
716,410000,0.0106,0.1,4.701178226,0.19106424,16.7240391,3.557414396,87.5309744,0.71889696,0.988575473,3.557414396
2259,210000,0.0155,0.9,4.741662221,0.192709582,8.21047,1.731559444,42.6054061,0.422485897,0.9765288,1.731559444
1859,500000,0.0109,0.4,4.744677474,0.275267207,6.57354,1.385455605,23.88057797,0.278215775,0.958124967,1.385455605
2548,370000,0.0113,0.9,4.777380808,0.194161248,13.8246699,2.893775995,71.20200371,0.65443075,0.985955451,2.893775994
786,460000,0.01,0.1,4.782017444,0.19434969,21.0389805,4.399603462,108.2532239,0.772706789,0.9907624,4.399603461
1494,340000,0.0136,0.4,4.796577179,0.27827822,4.90345,1.022281059,17.62067473,0.021795434,0.943248484,1.022281059
641,360000,0.0115,0.1,4.803903348,0.195239172,15.6234199,3.252234437,80.02195328,0.692519091,0.987503429,3.252234437
1322,270000,0.0155,0.4,4.808814409,0.278988175,4.27356,0.888693062,15.31806859,-0.125247899,0.934717618,0.888693062
2579,390000,0.011,0.9,4.811647955,0.195553926,15.4683701,3.214775945,79.10027897,0.688936331,0.98735782,3.214775945
1126,190000,0.0189,0.4,4.814705437,0.279329949,3.9265,0.815522372,14.05685289,-0.22620793,0.928860321,0.815522372
2102,140000,0.0196,0.9,4.821594912,0.195958188,6.13586,1.272578911,31.31208786,0.214194113,0.968063452,1.272578911
1683,420000,0.0121,0.4,4.823147067,0.279819699,5.58368,1.157683961,19.95456367,0.136206397,0.949886151,1.157683961
593,330000,0.0121,0.1,4.827410229,0.196194533,12.7255703,2.636107084,64.86200255,0.62065274,0.984582653,2.636107084
74,80000,0.027,0.1,4.887817582,0.198649595,6.10118,1.248242165,30.71327681,0.198873401,0.967440791,1.248242165
416,230000,0.0149,0.1,4.889505426,0.198718192,9.14116,1.869546959,46.00061981,0.465111055,0.978261162,1.869546959
1347,280000,0.0153,0.4,4.903912691,0.284505397,4.47797,0.913142277,15.73949052,-0.095119595,0.936465542,0.913142277
1519,350000,0.0135,0.4,4.910035938,0.284860643,4.87511,0.992886826,17.1140174,-0.007164133,0.941568366,0.992886826
2173,170000,0.0177,0.9,4.915205476,0.199762688,6.8652,1.39672696,34.36677824,0.284040454,0.970902131,1.39672696
2697,470000,0.01,0.9,4.935845336,0.200601529,18.7521699,3.799181016,93.47969576,0.736785377,0.98930249,3.799181016
246,150000,0.0191,0.1,4.988369017,0.202736184,6.13353,1.229566213,30.25375085,0.186705043,0.966946247,1.229566213
1371,290000,0.0151,0.4,4.98927392,0.289457714,4.66354,0.934713162,16.11129977,-0.069846923,0.937931761,0.934713162
2279,220000,0.0154,0.9,4.992570149,0.202906926,8.57372,1.71729585,42.25444724,0.417689154,0.976333852,1.71729585
1706,430000,0.0121,0.4,4.993156284,0.289682953,5.98105,1.197849548,20.64688287,0.165170616,0.951566539,1.197849548
2669,450000,0.0103,0.9,5.001773606,0.203280971,17.7718203,3.553103699,87.42490855,0.71855592,0.988561612,3.553103699
2054,120000,0.0217,0.9,5.014307609,0.203790375,5.66293,1.129354328,27.78801501,0.114538303,0.964013263,1.129354328
1102,180000,0.0199,0.4,5.088002457,0.295185549,4.3185,0.848761383,14.62978122,-0.178187439,0.931646278,0.848761383
2448,310000,0.0128,0.9,5.100393335,0.207289052,11.7883301,2.31125902,56.86904343,0.567335382,0.982415741,2.31125902
2195,180000,0.0174,0.9,5.112995114,0.20780121,8.09398,1.583021266,38.95059129,0.368296547,0.974326449,1.583021266
435,240000,0.0148,0.1,5.114808445,0.207874907,9.99802,1.95472032,48.09632939,0.488417862,0.979208393,1.95472032
1954,80000,0.0275,0.9,5.128039357,0.208412635,6.03829,1.177504613,28.97276358,0.150746427,0.965484825,1.177504613
2465,320000,0.0126,0.9,5.12884694,0.208445457,12.4880703,2.434868977,59.910494,0.589300283,0.983308433,2.434868976
625,350000,0.012,0.1,5.151233722,0.209355295,14.7078398,2.855207237,70.2530108,0.649762726,0.985765735,2.855207236
125,100000,0.0243,0.1,5.153992709,0.209467426,6.15675,1.194559315,29.39239822,0.162871205,0.965977598,1.194559315
2005,100000,0.0243,0.9,5.153992709,0.209467426,5.95767,1.155932951,28.44198792,0.13489792,0.964840714,1.155932951
543,300000,0.0131,0.1,5.163524526,0.209854816,12.8107598,2.481010739,61.04582227,0.596938464,0.983618863,2.481010739
1729,440000,0.0121,0.4,5.165042859,0.299655125,6.36489,1.232301488,21.24071798,0.188510271,0.952920612,1.232301488
2564,380000,0.0115,0.9,5.201913549,0.211415014,15.01579,2.886589686,71.02518272,0.653570438,0.985920487,2.886589686
335,190000,0.017,0.1,5.209966398,0.211742296,8.36485,1.605547783,39.50486114,0.377159615,0.97468666,1.605547783
526,290000,0.0134,0.1,5.211734999,0.211814175,11.9852197,2.299660229,56.58365263,0.565153153,0.982327051,2.299660229
758,440000,0.0106,0.1,5.216237446,0.211997162,19.5410508,3.746196565,92.17600187,0.733062592,0.989151189,3.746196565
2711,480000,0.0101,0.9,5.225423835,0.212370514,19.6326094,3.757132439,92.44508115,0.733839566,0.989182767,3.757132439
657,370000,0.0117,0.1,5.232283016,0.212649283,16.5518398,3.163406824,77.83633016,0.68388511,0.987152529,3.163406824
2357,260000,0.0143,0.9,5.259930142,0.213772911,10.6103398,2.017201657,49.63369657,0.504263743,0.979852397,2.017201657
687,390000,0.0114,0.1,5.282670288,0.214697111,18.7834102,3.555665824,87.48795041,0.718758722,0.988569855,3.555665824
799,470000,0.0103,0.1,5.332452974,0.216720368,22.2773809,4.17769852,102.7932035,0.760633757,0.99027173,4.177698521
2394,280000,0.0138,0.9,5.344990987,0.217229935,12.0585801,2.256052467,55.51067398,0.556747897,0.981985447,2.256052467
2595,400000,0.0113,0.9,5.358410752,0.217775338,16.4952,3.078375429,75.74411387,0.675153332,0.986797654,3.078375429
2376,270000,0.0141,0.9,5.359398171,0.217815469,11.2097803,2.091611771,51.4645739,0.521899803,0.980569158,2.091611771
2625,420000,0.011,0.9,5.366314673,0.218096568,18.3337695,3.416454423,84.06262266,0.707298891,0.988104107,3.416454423
199,130000,0.0213,0.1,5.373541764,0.218390289,6.35505,1.182655738,29.09950817,0.1544454,0.965635158,1.182655738
2499,340000,0.0124,0.9,5.377891278,0.218567061,14.4629102,2.689327369,66.17149965,0.62815981,0.984887754,2.689327369
1078,170000,0.021,0.4,5.383908662,0.312352843,4.60972,0.856203233,14.7580536,-0.167947004,0.932240387,0.856203232
2127,150000,0.0197,0.9,5.408557727,0.2198134,6.72042,1.242553069,30.57329535,0.1952054,0.967291717,1.242553069
1543,360000,0.0138,0.4,5.420687615,0.314486611,5.72013,1.055240664,18.18878706,0.052348878,0.945021073,1.055240664
49,70000,0.0303,0.1,5.428507616,0.220624199,6.8617,1.264012227,31.10130272,0.208868412,0.967847006,1.264012227
1249,240000,0.0174,0.4,5.470601762,0.31738243,4.70793,0.860587227,14.83361886,-0.16199726,0.932585567,0.860587227
2300,230000,0.0156,0.9,5.513123024,0.22406312,9.70753,1.760804168,43.32497914,0.432077673,0.976918627,1.760804168
1396,300000,0.0154,0.4,5.521439673,0.320331842,5.31332,0.962306991,16.58692426,-0.039169422,0.939711547,0.962306991
772,450000,0.0107,0.1,5.525712723,0.224574788,20.5675898,3.72216053,91.58458963,0.731338831,0.989081133,3.722160531
1751,450000,0.0123,0.4,5.57260614,0.323300316,6.85852,1.23075628,21.21408381,0.18749145,0.952861504,1.230756279
2483,330000,0.0128,0.9,5.592129321,0.227274076,14.0190303,2.506921692,61.68336727,0.601104413,0.983788174,2.506921692
1929,70000,0.0307,0.9,5.617888574,0.228320978,6.54665,1.165322152,28.67301138,0.141868196,0.965123998,1.165322151
1274,250000,0.0172,0.4,5.636473927,0.32700567,4.94977,0.878167816,15.13664885,-0.138734512,0.933935179,0.878167816
269,160000,0.0193,0.1,5.63704122,0.229099376,7.55638,1.340486916,32.9829794,0.254002416,0.969681332,1.340486916
1567,370000,0.0138,0.4,5.643810418,0.327431303,5.8306,1.03309636,17.80709403,0.032036082,0.943842606,1.03309636
2725,490000,0.0103,0.9,5.669845656,0.230432606,20.7615098,3.661741617,90.09796903,0.726905909,0.988900971,3.661741617
577,320000,0.0131,0.1,5.678192753,0.230771847,15.10654,2.660448607,65.4609312,0.624123542,0.984723713,2.660448607
1421,310000,0.0153,0.4,5.69664769,0.330496711,5.44543,0.955900785,16.47650285,-0.046133674,0.939307509,0.955900785
100,90000,0.0268,0.1,5.701366303,0.231713661,6.9498,1.218970968,29.9930525,0.179635917,0.966658945,1.218970968
2532,360000,0.0123,0.9,5.727465908,0.232774396,16.4885098,2.878849052,70.83472273,0.65263896,0.98588263,2.878849052
1773,460000,0.0123,0.4,5.755869862,0.333932544,7.31227,1.270402246,21.89744645,0.212847739,0.954332575,1.270402246
731,420000,0.0113,0.1,5.757459448,0.233993387,21.0801895,3.661370035,90.08882589,0.726878193,0.988899844,3.661370035
25,60000,0.0338,0.1,5.757737263,0.234004678,7.08277,1.230130809,30.26764277,0.187078323,0.966961418,1.230130809
1591,380000,0.0137,0.4,5.75923327,0.334127676,6.24342,1.084071387,18.68573138,0.077551523,0.946483229,1.084071387
1055,160000,0.0223,0.4,5.761587415,0.334264254,5.05932,0.878112165,15.13568962,-0.13880668,0.933930992,0.878112165
2319,240000,0.0155,0.9,5.771734662,0.234573557,10.9776904,1.901974197,46.79849912,0.474230512,0.978631793,1.901974197
2079,130000,0.0219,0.9,5.778374783,0.234843423,6.45103,1.116409067,27.469494,0.10427098,0.96359598,1.116409067
812,480000,0.0105,0.1,5.783970725,0.235070852,23.52375,4.067058967,100.0708927,0.75412208,0.990007084,4.067058966
2218,190000,0.0177,0.9,5.789696884,0.235303573,8.39273,1.449597478,35.66766919,0.310153325,0.971963405,1.449597478
150,110000,0.0241,0.1,5.80359835,0.235868554,6.82024,1.175174364,28.91542719,0.149062445,0.965416385,1.175174364
672,380000,0.012,0.1,5.814223086,0.236300362,17.9446309,3.086333399,75.93992133,0.675990935,0.986831696,3.086333399
2611,410000,0.0115,0.9,5.817630221,0.236438834,18.1302207,3.116427138,76.68038449,0.679119724,0.986958855,3.116427138
2640,430000,0.0112,0.9,5.823468095,0.236676095,19.6711094,3.377902837,83.11405256,0.703958329,0.98796834,3.377902837
223,140000,0.0211,0.1,5.846959777,0.237630839,7.06259,1.207908087,29.72084781,0.17212244,0.966353584,1.207908087
377,210000,0.0168,0.1,5.853107504,0.237880694,9.85644,1.68396702,41.43438391,0.406164142,0.975865455,1.68396702
1445,320000,0.0152,0.4,5.867758334,0.340423866,5.54662,0.945270695,16.29327598,-0.057898023,0.938624989,0.945270695
702,400000,0.0117,0.1,5.868638632,0.238511906,20.1034,3.425564473,84.2867777,0.708077309,0.988135743,3.425564472
356,200000,0.0173,0.1,5.881587762,0.239038182,8.92503,1.517452491,37.33725686,0.341000785,0.9732171,1.517452491
2239,200000,0.0173,0.9,5.881587762,0.239038182,9.00127,1.530414977,37.65620172,0.346582453,0.973443949,1.530414977
1176,210000,0.0193,0.4,5.893074522,0.34189261,4.82697,0.819091967,14.11838062,-0.220864128,0.929170347,0.819091967
454,250000,0.0153,0.1,5.924600095,0.24078628,11.3331797,1.912902056,47.0673815,0.477234082,0.978753864,1.912902056
1905,60000,0.0342,0.9,5.93760642,0.24131488,6.64476,1.119097416,27.5356414,0.106422742,0.963683432,1.119097416
1795,470000,0.0123,0.4,5.94102463,0.344674483,7.54951,1.270742081,21.90330405,0.213058248,0.954344788,1.270742081
473,260000,0.015,0.1,5.96003286,0.24222633,12.0019297,2.013735491,49.54841078,0.503410451,0.979817718,2.013735491
2516,350000,0.0127,0.9,5.974363463,0.242808751,15.5876201,2.609084666,64.19711001,0.616723822,0.984422975,2.609084666
560,310000,0.0136,0.1,5.976486538,0.242895037,14.7038301,2.460279967,60.53573709,0.593542193,0.983480832,2.460279966
1615,390000,0.0137,0.4,5.983738046,0.347152545,6.49356,1.085201249,18.70520638,0.078511934,0.946538949,1.085201249
292,170000,0.0191,0.1,5.997688741,0.243756732,8.78659,1.464995998,36.04655317,0.317404278,0.972258096,1.464995998
2151,160000,0.0198,0.9,6.026913907,0.244944495,8.43608,1.399734612,34.44078219,0.285578858,0.970964655,1.399734612
3,50000,0.0382,0.1,6.062388884,0.246386261,7.83216,1.291926359,31.78813611,0.225962074,0.968541723,1.291926359
610,340000,0.013,0.1,6.085132248,0.247310592,17.5533203,2.884624292,70.97682375,0.653334404,0.985910894,2.884624291
1980,90000,0.0275,0.9,6.098992414,0.247873893,7.00487,1.148529056,28.25981355,0.129321113,0.964614062,1.148529056
825,490000,0.0106,0.1,6.11185428,0.248396623,24.6719199,4.036732352,99.32469935,0.752274882,0.989932011,4.036732351
1817,480000,0.0123,0.4,6.128049096,0.355524894,7.8819,1.286200531,22.16975557,0.222516259,0.954893504,1.286200531
2338,250000,0.0155,0.9,6.129240297,0.249103221,11.9887598,1.955994417,48.12767877,0.488751097,0.979221936,1.955994417
2684,460000,0.011,0.9,6.135367902,0.249352258,22.4256191,3.655138446,89.93549639,0.726412552,0.98888092,3.655138446
2431,300000,0.014,0.9,6.143246789,0.24967247,14.2842305,2.32519236,57.21187642,0.569928055,0.982521112,2.32519236
1883,50000,0.0384,0.9,6.145731309,0.249773445,7.10095,1.155427994,28.42956344,0.134519845,0.964825348,1.155427994
